Date,MSFT,AAPL,NVDA,AMZN,GOOG,META,TSLA,Portfolio,Cash,Action on
1981-01-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-01-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-01-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-02-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-02-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-02-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-02-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-02-06 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-02-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-02-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,[]
1981-02-11 00:00:00+00:00,0.0,298584.92782086134,0.0,0.0,0.0,0.0,0.0,998225.0111363125,699640.0833154512,['buy: AAPL3293080.0']
1981-02-12 00:00:00+00:00,0.0,298038.9793865904,0.0,0.0,0.0,0.0,0.0,995378.6869757618,697339.7075891714,['buy: AAPL25461.0']
1981-02-13 00:00:00+00:00,0.0,295714.5811359063,0.0,0.0,0.0,0.0,0.0,988196.0884872491,692481.5073513428,['buy: AAPL54816.0']
1981-02-17 00:00:00+00:00,0.0,296458.76813040674,0.0,0.0,0.0,0.0,0.0,995435.7212139912,698976.9530835844,['rebalance sell: AAPL72411.0']
1981-02-18 00:00:00+00:00,0.0,298630.68822991103,0.0,0.0,0.0,0.0,0.0,1008190.9624946236,709560.2742647126,['rebalance sell: AAPL113111.0']
1981-02-19 00:00:00+00:00,0.0,280821.21473480016,0.0,0.0,0.0,0.0,0.0,990381.4889995127,709560.2742647126,[]
1981-02-20 00:00:00+00:00,0.0,265753.724768199,0.0,0.0,0.0,0.0,0.0,975313.9990329116,709560.2742647126,[]
1981-02-23 00:00:00+00:00,0.0,269863.01862161607,0.0,0.0,0.0,0.0,0.0,979423.2928863287,709560.2742647126,[]
1981-02-24 00:00:00+00:00,0.0,260274.5317067206,0.0,0.0,0.0,0.0,0.0,969834.8059714332,709560.2742647126,[]
1981-02-25 00:00:00+00:00,0.0,276711.84962771833,0.0,0.0,0.0,0.0,0.0,986272.1238924309,709560.2742647126,[]
1981-02-26 00:00:00+00:00,0.0,280821.21473480016,0.0,0.0,0.0,0.0,0.0,990381.4889995127,709560.2742647126,[]
1981-02-27 00:00:00+00:00,0.0,290412.02926941216,0.0,0.0,0.0,0.0,0.0,999972.3035341247,709560.2742647126,[]
1981-03-02 00:00:00+00:00,0.0,291781.8097213656,0.0,0.0,0.0,0.0,0.0,1001342.0839860782,709560.2742647126,[]
1981-03-03 00:00:00+00:00,0.0,287672.51586794853,0.0,0.0,0.0,0.0,0.0,997232.7901326611,709560.2742647126,[]
1981-03-04 00:00:00+00:00,0.0,284930.5323394388,0.0,0.0,0.0,0.0,0.0,994490.8066041514,709560.2742647126,[]
1981-03-05 00:00:00+00:00,0.0,283560.6806338206,0.0,0.0,0.0,0.0,0.0,993120.9548985332,709560.2742647126,[]
1981-03-06 00:00:00+00:00,0.0,280821.21473480016,0.0,0.0,0.0,0.0,0.0,990381.4889995127,709560.2742647126,[]
1981-03-09 00:00:00+00:00,0.0,258904.6562498808,0.0,0.0,0.0,0.0,0.0,968464.9305145934,709560.2742647126,[]
1981-03-10 00:00:00+00:00,0.0,246574.32831380516,0.0,0.0,0.0,0.0,0.0,956134.6025785177,709560.2742647126,[]
1981-03-11 00:00:00+00:00,0.0,236985.91265257448,0.0,0.0,0.0,0.0,0.0,946546.1869172871,709560.2742647126,[]
1981-03-12 00:00:00+00:00,0.0,246574.32831380516,0.0,0.0,0.0,0.0,0.0,956134.6025785177,709560.2742647126,[]
1981-03-13 00:00:00+00:00,0.0,243834.71990745515,0.0,0.0,0.0,0.0,0.0,953394.9941721677,709560.2742647126,[]
1981-03-16 00:00:00+00:00,0.0,253425.58194451034,0.0,0.0,0.0,0.0,0.0,962985.8562092229,709560.2742647126,[]
1981-03-17 00:00:00+00:00,0.0,265753.724768199,0.0,0.0,0.0,0.0,0.0,975313.9990329116,709560.2742647126,[]
1981-03-18 00:00:00+00:00,0.0,282190.971435532,0.0,0.0,0.0,0.0,0.0,991751.2457002446,709560.2742647126,[]
1981-03-19 00:00:00+00:00,0.0,279451.38678040355,0.0,0.0,0.0,0.0,0.0,989011.6610451161,709560.2742647126,[]
1981-03-20 00:00:00+00:00,0.0,282190.971435532,0.0,0.0,0.0,0.0,0.0,991751.2457002446,709560.2742647126,[]
1981-03-23 00:00:00+00:00,0.0,293151.5664220974,0.0,0.0,0.0,0.0,0.0,1002711.84068681,709560.2742647126,[]
1981-03-24 00:00:00+00:00,0.0,291781.8097213656,0.0,0.0,0.0,0.0,0.0,1001342.0839860782,709560.2742647126,[]
1981-03-25 00:00:00+00:00,0.0,286300.2415377274,0.0,0.0,0.0,0.0,0.0,995860.51580244,709560.2742647126,[]
1981-03-26 00:00:00+00:00,0.0,280821.21473480016,0.0,0.0,0.0,0.0,0.0,990381.4889995127,709560.2742647126,[]
1981-03-27 00:00:00+00:00,0.0,271232.6090637967,0.0,0.0,0.0,0.0,0.0,980792.8833285093,709560.2742647126,[]
1981-03-30 00:00:00+00:00,0.0,271232.6090637967,0.0,0.0,0.0,0.0,0.0,980792.8833285093,709560.2742647126,[]
1981-03-31 00:00:00+00:00,0.0,268493.21441844106,0.0,0.0,0.0,0.0,0.0,978053.4886831536,709560.2742647126,[]
1981-04-01 00:00:00+00:00,0.0,265753.724768199,0.0,0.0,0.0,0.0,0.0,975313.9990329116,709560.2742647126,[]
1981-04-02 00:00:00+00:00,0.0,289042.32007112354,0.0,0.0,0.0,0.0,0.0,998602.5943358361,709560.2742647126,[]
1981-04-03 00:00:00+00:00,0.0,290412.02926941216,0.0,0.0,0.0,0.0,0.0,999972.3035341247,709560.2742647126,[]
1981-04-06 00:00:00+00:00,0.0,284930.5323394388,0.0,0.0,0.0,0.0,0.0,994490.8066041514,709560.2742647126,[]
1981-04-07 00:00:00+00:00,0.0,282190.971435532,0.0,0.0,0.0,0.0,0.0,991751.2457002446,709560.2742647126,[]
1981-04-08 00:00:00+00:00,0.0,295891.079823561,0.0,0.0,0.0,0.0,0.0,1005451.3540882736,709560.2742647126,[]
1981-04-09 00:00:00+00:00,0.0,301370.24913381785,0.0,0.0,0.0,0.0,0.0,1010930.5233985304,709560.2742647126,[]
1981-04-10 00:00:00+00:00,0.0,305479.5429872349,0.0,0.0,0.0,0.0,0.0,1015039.8172519475,709560.2742647126,[]
1981-04-13 00:00:00+00:00,0.0,305479.5429872349,0.0,0.0,0.0,0.0,0.0,1015039.8172519475,709560.2742647126,[]
1981-04-14 00:00:00+00:00,0.0,305479.5429872349,0.0,0.0,0.0,0.0,0.0,1015039.8172519475,709560.2742647126,[]
1981-04-15 00:00:00+00:00,0.0,290412.02926941216,0.0,0.0,0.0,0.0,0.0,999972.3035341247,709560.2742647126,[]
1981-04-16 00:00:00+00:00,0.0,273972.3124750331,0.0,0.0,0.0,0.0,0.0,983532.5867397457,709560.2742647126,[]
1981-04-20 00:00:00+00:00,0.0,282190.971435532,0.0,0.0,0.0,0.0,0.0,991751.2457002446,709560.2742647126,[]
1981-04-21 00:00:00+00:00,0.0,301370.24913381785,0.0,0.0,0.0,0.0,0.0,1010930.5233985304,709560.2742647126,[]
1981-04-22 00:00:00+00:00,0.0,312328.42149578035,0.0,0.0,0.0,0.0,0.0,1021888.6957604929,709560.2742647126,[]
1981-04-23 00:00:00+00:00,0.0,320547.1754611656,0.0,0.0,0.0,0.0,0.0,1030107.4497258782,709560.2742647126,[]
1981-04-24 00:00:00+00:00,0.0,317807.6145572588,0.0,0.0,0.0,0.0,0.0,1027367.8888219714,709560.2742647126,[]
1981-04-27 00:00:00+00:00,0.0,315068.10115579516,0.0,0.0,0.0,0.0,0.0,1024628.3754205077,709560.2742647126,[]
1981-04-28 00:00:00+00:00,0.0,309588.8843430951,0.0,0.0,0.0,0.0,0.0,1019149.1586078077,709560.2742647126,[]
1981-04-29 00:00:00+00:00,0.0,305479.5429872349,0.0,0.0,0.0,0.0,0.0,1015039.8172519475,709560.2742647126,[]
1981-04-30 00:00:00+00:00,0.0,310958.71229749173,0.0,0.0,0.0,0.0,0.0,1020518.9865622043,709560.2742647126,[]
1981-05-01 00:00:00+00:00,0.0,310958.71229749173,0.0,0.0,0.0,0.0,0.0,1020518.9865622043,709560.2742647126,[]
1981-05-04 00:00:00+00:00,0.0,309588.8843430951,0.0,0.0,0.0,0.0,0.0,1019149.1586078077,709560.2742647126,[]
1981-05-05 00:00:00+00:00,0.0,308219.1988960281,0.0,0.0,0.0,0.0,0.0,1017779.4731607407,709560.2742647126,[]
1981-05-06 00:00:00+00:00,0.0,300000.49243308604,0.0,0.0,0.0,0.0,0.0,1009560.7666977986,709560.2742647126,[]
1981-05-07 00:00:00+00:00,0.0,304109.7387840599,0.0,0.0,0.0,0.0,0.0,1013670.0130487725,709560.2742647126,[]
1981-05-08 00:00:00+00:00,0.0,306849.3709416315,0.0,0.0,0.0,0.0,0.0,1016409.6452063441,709560.2742647126,[]
1981-05-11 00:00:00+00:00,0.0,300000.49243308604,0.0,0.0,0.0,0.0,0.0,1009560.7666977986,709560.2742647126,[]
1981-05-12 00:00:00+00:00,0.0,300000.49243308604,0.0,0.0,0.0,0.0,0.0,1009560.7666977986,709560.2742647126,[]
1981-05-13 00:00:00+00:00,0.0,298630.68822991103,0.0,0.0,0.0,0.0,0.0,1008190.9624946236,709560.2742647126,[]
1981-05-14 00:00:00+00:00,0.0,294521.4181277156,0.0,0.0,0.0,0.0,0.0,1004081.6923924282,709560.2742647126,[]
1981-05-15 00:00:00+00:00,0.0,301370.24913381785,0.0,0.0,0.0,0.0,0.0,1010930.5233985304,709560.2742647126,[]
1981-05-18 00:00:00+00:00,0.0,306849.3709416315,0.0,0.0,0.0,0.0,0.0,1016409.6452063441,709560.2742647126,[]
1981-05-19 00:00:00+00:00,0.0,301370.24913381785,0.0,0.0,0.0,0.0,0.0,1010930.5233985304,709560.2742647126,[]
1981-05-20 00:00:00+00:00,0.0,310958.71229749173,0.0,0.0,0.0,0.0,0.0,1020518.9865622043,709560.2742647126,[]
1981-05-21 00:00:00+00:00,0.0,328768.162041381,0.0,0.0,0.0,0.0,0.0,1038328.4363060936,709560.2742647126,[]
1981-05-22 00:00:00+00:00,0.0,343835.7470128685,0.0,0.0,0.0,0.0,0.0,1053396.021277581,709560.2742647126,[]
1981-05-26 00:00:00+00:00,0.0,342465.9903121367,0.0,0.0,0.0,0.0,0.0,1052026.2645768493,709560.2742647126,[]
1981-05-27 00:00:00+00:00,0.0,361642.8453858197,0.0,0.0,0.0,0.0,0.0,1071203.1196505323,709560.2742647126,[]
1981-05-28 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,['sell: AAPL']
1981-05-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-01 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-02 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-03 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-04 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-05 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-08 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-09 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-10 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-11 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-12 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-15 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-17 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-18 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-22 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-23 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-24 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-25 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-26 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-29 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-06-30 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070769.1482360694,1070769.1482360694,[]
1981-07-01 00:00:00+00:00,0.0,319678.99038104713,0.0,0.0,0.0,0.0,0.0,1068831.936309589,749152.945928542,['buy: AAPL3611327.0']
1981-07-02 00:00:00+00:00,0.0,320649.53678976,0.0,0.0,0.0,0.0,0.0,1068830.7716538985,748181.2348641386,['buy: AAPL10964.0']
1981-07-06 00:00:00+00:00,0.0,317458.85744583607,0.0,0.0,0.0,0.0,0.0,1057848.8274332765,740389.9699874404,['buy: AAPL90097.0']
1981-07-07 00:00:00+00:00,0.0,317354.5827883482,0.0,0.0,0.0,0.0,0.0,1061035.1145168468,743680.5317284986,['rebalance sell: AAPL38143.0']
1981-07-08 00:00:00+00:00,0.0,318310.49877786636,0.0,0.0,0.0,0.0,0.0,1073651.365197066,755340.8664191996,['rebalance sell: AAPL129989.0']
1981-07-09 00:00:00+00:00,0.0,320435.2141523361,0.0,0.0,0.0,0.0,0.0,1049115.3692575274,728680.1551051914,['buy: AAPL319424.0']
1981-07-10 00:00:00+00:00,0.0,312976.3789167404,0.0,0.0,0.0,0.0,0.0,1024090.6064683374,711114.2275515969,['buy: AAPL228096.0']
1981-07-13 00:00:00+00:00,0.0,307227.1673805192,0.0,0.0,0.0,0.0,0.0,1031111.2138523327,723884.0464718135,['rebalance sell: AAPL163475.0']
1981-07-14 00:00:00+00:00,0.0,309333.35003989935,0.0,0.0,0.0,0.0,0.0,1044601.1173208812,735267.7672809819,['rebalance sell: AAPL139595.0']
1981-07-15 00:00:00+00:00,0.0,317473.1367955506,0.0,0.0,0.0,0.0,0.0,1052740.9040765325,735267.7672809819,[]
1981-07-16 00:00:00+00:00,0.0,325613.00823538005,0.0,0.0,0.0,0.0,0.0,1060880.775516362,735267.7672809819,[]
1981-07-17 00:00:00+00:00,0.0,337008.6758196205,0.0,0.0,0.0,0.0,0.0,1072276.4431006024,735267.7672809819,[]
1981-07-20 00:00:00+00:00,0.0,314217.227738902,0.0,0.0,0.0,0.0,0.0,1049484.9950198838,735267.7672809819,[]
1981-07-21 00:00:00+00:00,0.0,312589.25909654796,0.0,0.0,0.0,0.0,0.0,1047857.0263775298,735267.7672809819,[]
1981-07-22 00:00:00+00:00,0.0,294678.6683124751,0.0,0.0,0.0,0.0,0.0,1029946.435593457,735267.7672809819,[]
1981-07-23 00:00:00+00:00,0.0,302821.5319266021,0.0,0.0,0.0,0.0,0.0,1038089.299207584,735267.7672809819,[]
1981-07-24 00:00:00+00:00,0.0,312589.25909654796,0.0,0.0,0.0,0.0,0.0,1047857.0263775298,735267.7672809819,[]
1981-07-27 00:00:00+00:00,0.0,325613.00823538005,0.0,0.0,0.0,0.0,0.0,1060880.775516362,735267.7672809819,[]
1981-07-28 00:00:00+00:00,0.0,314217.227738902,0.0,0.0,0.0,0.0,0.0,1049484.9950198838,735267.7672809819,[]
1981-07-29 00:00:00+00:00,0.0,309333.35003989935,0.0,0.0,0.0,0.0,0.0,1044601.1173208812,735267.7672809819,[]
1981-07-30 00:00:00+00:00,0.0,320729.15876443684,0.0,0.0,0.0,0.0,0.0,1055996.9260454187,735267.7672809819,[]
1981-07-31 00:00:00+00:00,0.0,325613.00823538005,0.0,0.0,0.0,0.0,0.0,1060880.775516362,735267.7672809819,[]
1981-08-03 00:00:00+00:00,0.0,322356.90158231556,0.0,0.0,0.0,0.0,0.0,1057624.6688632974,735267.7672809819,[]
1981-08-04 00:00:00+00:00,0.0,327240.89219355583,0.0,0.0,0.0,0.0,0.0,1062508.6594745377,735267.7672809819,[]
1981-08-05 00:00:00+00:00,0.0,337008.6758196205,0.0,0.0,0.0,0.0,0.0,1072276.4431006024,735267.7672809819,[]
1981-08-06 00:00:00+00:00,0.0,328868.91729202867,0.0,0.0,0.0,0.0,0.0,1064136.6845730105,735267.7672809819,[]
1981-08-07 00:00:00+00:00,0.0,328868.91729202867,0.0,0.0,0.0,0.0,0.0,1064136.6845730105,735267.7672809819,[]
1981-08-10 00:00:00+00:00,0.0,328868.91729202867,0.0,0.0,0.0,0.0,0.0,1064136.6845730105,735267.7672809819,[]
1981-08-11 00:00:00+00:00,0.0,319101.1618940234,0.0,0.0,0.0,0.0,0.0,1054368.9291750053,735267.7672809819,[]
1981-08-12 00:00:00+00:00,0.0,312589.25909654796,0.0,0.0,0.0,0.0,0.0,1047857.0263775298,735267.7672809819,[]
1981-08-13 00:00:00+00:00,0.0,302821.5319266021,0.0,0.0,0.0,0.0,0.0,1038089.299207584,735267.7672809819,[]
1981-08-14 00:00:00+00:00,0.0,297937.5977714807,0.0,0.0,0.0,0.0,0.0,1033205.3650524626,735267.7672809819,[]
1981-08-17 00:00:00+00:00,0.0,288166.8784272373,0.0,0.0,0.0,0.0,0.0,1023434.6457082191,735267.7672809819,[]
1981-08-18 00:00:00+00:00,0.0,281655.08854199946,0.0,0.0,0.0,0.0,0.0,1016922.8558229813,735267.7672809819,[]
1981-08-19 00:00:00+00:00,0.0,278399.15125729144,0.0,0.0,0.0,0.0,0.0,1013666.9185382733,735267.7672809819,[]
1981-08-20 00:00:00+00:00,0.0,304100.03526856005,0.0,0.0,0.0,0.0,0.0,1016895.9218869095,712795.8866183495,['buy: AAPL301920.0']
1981-08-21 00:00:00+00:00,0.0,301325.79270781577,0.0,0.0,0.0,0.0,0.0,995553.7818210035,694227.9891131878,['buy: AAPL264772.0']
1981-08-24 00:00:00+00:00,0.0,296701.29354532063,0.0,0.0,0.0,0.0,0.0,976725.576944871,680024.2833995504,['buy: AAPL217199.0']
1981-08-25 00:00:00+00:00,0.0,293017.6543276459,0.0,0.0,0.0,0.0,0.0,984574.3570352498,691556.7027076039,['rebalance sell: AAPL173351.0']
1981-08-26 00:00:00+00:00,0.0,293441.8750320971,0.0,0.0,0.0,0.0,0.0,978852.362637509,685410.4876054119,['buy: AAPL93372.0']
1981-08-27 00:00:00+00:00,0.0,293655.6781643629,0.0,0.0,0.0,0.0,0.0,980780.9357850412,687125.2576206783,['rebalance sell: AAPL26113.0']
1981-08-28 00:00:00+00:00,0.0,294234.248742342,0.0,0.0,0.0,0.0,0.0,996120.1923377621,701885.9435954201,['rebalance sell: AAPL213609.0']
1981-08-31 00:00:00+00:00,0.0,298836.0520911887,0.0,0.0,0.0,0.0,0.0,996114.6701737435,697278.6180825548,['buy: AAPL66515.0']
1981-09-01 00:00:00+00:00,0.0,298834.3822738454,0.0,0.0,0.0,0.0,0.0,1014652.4039198204,715818.0216459751,['rebalance sell: AAPL252604.0']
1981-09-02 00:00:00+00:00,0.0,304076.6888601333,0.0,0.0,0.0,0.0,0.0,1019894.7105061084,715818.0216459751,[]
1981-09-03 00:00:00+00:00,0.0,288349.7085011229,0.0,0.0,0.0,0.0,0.0,1004167.730147098,715818.0216459751,[]
1981-09-04 00:00:00+00:00,0.0,284854.65564315766,0.0,0.0,0.0,0.0,0.0,1000672.6772891327,715818.0216459751,[]
1981-09-08 00:00:00+00:00,0.0,276117.44769927114,0.0,0.0,0.0,0.0,0.0,991935.4693452462,715818.0216459751,[]
1981-09-09 00:00:00+00:00,0.0,276117.44769927114,0.0,0.0,0.0,0.0,0.0,991935.4693452462,715818.0216459751,[]
1981-09-10 00:00:00+00:00,0.0,277864.85292796046,0.0,0.0,0.0,0.0,0.0,993682.8745739355,715818.0216459751,[]
1981-09-11 00:00:00+00:00,0.0,274370.04247058183,0.0,0.0,0.0,0.0,0.0,990188.0641165569,715818.0216459751,[]
1981-09-14 00:00:00+00:00,0.0,265629.4106184095,0.0,0.0,0.0,0.0,0.0,981447.4322643846,715818.0216459751,[]
1981-09-15 00:00:00+00:00,0.0,258639.63820328563,0.0,0.0,0.0,0.0,0.0,974457.6598492607,715818.0216459751,[]
1981-09-16 00:00:00+00:00,0.0,253397.22556674108,0.0,0.0,0.0,0.0,0.0,969215.2472127161,715818.0216459751,[]
1981-09-17 00:00:00+00:00,0.0,246407.4077015072,0.0,0.0,0.0,0.0,0.0,962225.4293474823,715818.0216459751,[]
1981-09-18 00:00:00+00:00,0.0,248154.87353034317,0.0,0.0,0.0,0.0,0.0,963972.8951763182,715818.0216459751,[]
1981-09-21 00:00:00+00:00,0.0,249902.43025939912,0.0,0.0,0.0,0.0,0.0,965720.4519053742,715818.0216459751,[]
1981-09-22 00:00:00+00:00,0.0,235922.68847867474,0.0,0.0,0.0,0.0,0.0,951740.7101246498,715818.0216459751,[]
1981-09-23 00:00:00+00:00,0.0,281260.950057704,0.0,0.0,0.0,0.0,0.0,945670.2821868227,664409.3321291187,['buy: AAPL891720.0']
1981-09-24 00:00:00+00:00,0.0,281551.9882026762,0.0,0.0,0.0,0.0,0.0,943518.4082087933,661966.4200061171,['buy: AAPL43016.0']
1981-09-25 00:00:00+00:00,0.0,278175.529759489,0.0,0.0,0.0,0.0,0.0,906357.4836336166,628181.9538741276,['buy: AAPL676952.0']
1981-09-28 00:00:00+00:00,0.0,271907.2201275788,0.0,0.0,0.0,0.0,0.0,908787.1311740146,636879.9110464358,['rebalance sell: AAPL176222.0']
1981-09-29 00:00:00+00:00,0.0,272636.126482971,0.0,0.0,0.0,0.0,0.0,922956.4456151291,650320.3191321581,['rebalance sell: AAPL258803.0']
1981-09-30 00:00:00+00:00,0.0,276886.9015685022,0.0,0.0,0.0,0.0,0.0,925207.1143812785,648320.2128127763,['buy: AAPL38106.0']
1981-10-01 00:00:00+00:00,0.0,277562.08382571116,0.0,0.0,0.0,0.0,0.0,925206.3041625698,647644.2203368586,['buy: AAPL12879.0']
1981-10-02 00:00:00+00:00,0.0,277561.8370757513,0.0,0.0,0.0,0.0,0.0,947932.602883072,670370.7658073207,['rebalance sell: AAPL401142.0']
1981-10-05 00:00:00+00:00,0.0,285972.3566058278,0.0,0.0,0.0,0.0,0.0,956343.1224131485,670370.7658073207,[]
1981-10-06 00:00:00+00:00,0.0,283869.7677385844,0.0,0.0,0.0,0.0,0.0,954240.5335459051,670370.7658073207,[]
1981-10-07 00:00:00+00:00,0.0,300690.6427376345,0.0,0.0,0.0,0.0,0.0,971061.4085449552,670370.7658073207,[]
1981-10-08 00:00:00+00:00,0.0,311203.53238681704,0.0,0.0,0.0,0.0,0.0,981574.2981941378,670370.7658073207,[]
1981-10-09 00:00:00+00:00,0.0,313306.17594109476,0.0,0.0,0.0,0.0,0.0,983676.9417484155,670370.7658073207,[]
1981-10-12 00:00:00+00:00,0.0,323822.9301407039,0.0,0.0,0.0,0.0,0.0,994193.6959480246,670370.7658073207,[]
1981-10-13 00:00:00+00:00,0.0,323822.9301407039,0.0,0.0,0.0,0.0,0.0,994193.6959480246,670370.7658073207,[]
1981-10-14 00:00:00+00:00,0.0,304895.6928690411,0.0,0.0,0.0,0.0,0.0,975266.4586763618,670370.7658073207,[]
1981-10-15 00:00:00+00:00,0.0,311203.53238681704,0.0,0.0,0.0,0.0,0.0,981574.2981941378,670370.7658073207,[]
1981-10-16 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979100.7849154661,979100.7849154661,['sell: AAPL']
1981-10-19 00:00:00+00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979100.7849154661,979100.7849154661,[]
